execution_count,companyId,companyName,month
54,2139,Intervalores,2025-05
707,1955,Italika,2025-05
697,1957,Jelou Banking,2025-05
854,135,Jelou Dev,2025-05
464,1944,Jelou Marketplace,2025-05
25932,361,Jelou Pay,2025-05
747,331,Jelou Producto,2025-05
1243,322,Jelou Shop,2025-05
81,2025,KIVETI S.A.,2025-05
10,2029,KPI Digital,2025-05
44,1266,Katherine del Carmen Ovando,2025-05
97,1718,Kaufmann,2025-05
2,2253,LABORATORIOS ASIMED ASIMEDLAB,2025-05
32,997,La Finestra SAS,2025-05
101,1988,La casa de los abuelos,2025-05
1234,935,Lavca,2025-05
10,2053,Lopez Lopez Jaime Fernando,2025-05
3739,2125,Lotería Nacional EC,2025-05
2,1798,Luz Verde Cobranza,2025-05
1856,258,Luzverde,2025-05
80,2044,M&C Travel S.A,2025-05
8,2298,MAYA PIONEER,2025-05
9538,404,MONGO'S,2025-05
4202,745,Mail Boxes Etc,2025-05
3763,1950,Marriott,2025-05
54966,405,Massline,2025-05
613,1648,Medexcard,2025-05
15,1507,Michael’s Delivery,2025-05
19,2181,Mindmatter Academy,2025-05
111,2043,Morphosis,2025-05
5,339,Movil Group,2025-05
4,967,N5,2025-05
19,2019,NATURALESMEJOR S.A.,2025-05
1671,1482,Naturisa,2025-05
1645721,147,Netlife,2025-05
1703,2223,Netlife - Ecuanet Telemarketing,2025-05
5,2324,Netlife SMBS,2025-05
17,2260,ORIGAMI ECUADOR,2025-05
294,1962,Ondu Cloud,2025-05
1973,1480,Oriental,2025-05
1,2176,PROALCONSULTING,2025-05
118562,337,Piloto Creditia,2025-05
10,1379,Pocket Tienda Prototipo,2025-05
1,1547,PopCornComunication,2025-05
1,2321,Prueba William SMB,2025-05
9,2017,Punta Azul,2025-05
180026,54,Pycca,2025-05
43,1903,Rabbit,2025-05
1710,2239,Racevents,2025-05
25,2277,Rappipay,2025-05
258,2259,Roniki Professional Ecuador,2025-05
2241,1633,SaludSA,2025-05
312809,123,Security Data,2025-05
242,1845,Seguros Confianza,2025-05
31,358,Seguros Liberty,2025-05
36,452,Seguros Pacífico,2025-05
48,1984,Semvra,2025-05
10777,1,Shippify,2025-05
1890,1566,Siigo,2025-05
143,1811,Sistecrédito,2025-05
44632,1761,Solca,2025-05
195,1641,Supreme Ventures,2025-05
504,2242,TIA Shopper,2025-05
27,2299,TOYS & HOBBIES,2025-05
329,1384,Talento Humano,2025-05
2,1810,TeFío Shop,2025-05
11,382,Team APPS,2025-05
19653,1844,Tienda Branchos,2025-05
284,1946,Total Education Program,2025-05
264,2014,Totalplay,2025-05
5890,183,Tracklink,2025-05
1571,1880,TransSky,2025-05
79,2001,TransSky Cobranzas,2025-05
91,1953,TuSupperAhorro,2025-05
8632,823,Tuenti POC,2025-05
21915,1890,Tuenti Vendedores,2025-05
170,2205,Universidad Insurgente,2025-05
175,807,Universidad de las Artes,2025-05
655,2258,VACAN ELECTRODOMESTICOS,2025-05
311,2121,VITAMINWORLD,2025-05
176555,95,Veris,2025-05
251,1860,Vitapro,2025-05
237,1133,Vivalia,2025-05
429403,1696,XTRIM,2025-05
48,2310,Yappy,2025-05
25738,353,Yomp,2025-05
297,1964,ZHM Seguros,2025-05
1,2323,test new company 28 05,2025-05
362,2236,11 Gallery Tattoo,2025-06
101,2325,4 Me,2025-06
85332,312,ABInBev Colombia,2025-06
18,2300,ABS,2025-06
1097,2031,Alpha Trading,2025-06
37,462,Ambiente QA,2025-06
6,2365,Andrés ontiveros,2025-06
3,1896,Arca Continental Argentina,2025-06
11,2292,Arca MX Atencion AC,2025-06
216411,362,Arca PE,2025-06
352,1068,Arca PE Ecommerce,2025-06
27458,470,Arca PE Proyecto Frío,2025-06
135,1940,Arca camiones,2025-06
59,1849,Arca movil,2025-06
611,2233,Arca pe Turbo,2025-06
25,317,Aurea,2025-06
1,1639,Automation QA Test,2025-06
9575,2183,Automekano,2025-06
247731,1974,BCP Cobranza,2025-06
15,2297,BCP Pagos recurrentes,2025-06
56,1973,BCP Sendsei,2025-06
13156,1245,BG - Banco del Barrio 2,2025-06
39,2347,BIAgents - Innovation Challenge de Banco Internacional,2025-06
37708,741,Bajaj,2025-06
1137,307,Banco Amazonas,2025-06
6254,1584,Banco Comercial Manabí,2025-06
179,1993,Banco Delta,2025-06
2166488,155,Banco Guayaquil,2025-06
512975,424,Banco Internacional,2025-06
10106,1737,Banco Union,2025-06
87,133,Banco del Austro,2025-06
2251,417,Banisi,2025-06
186564,692,Banisi Chat,2025-06
942,11,BdP,2025-06
2,2361,Bodega Germania,2025-06
11,1649,Bruno,2025-06
46,2354,CAMARA DE INDUSTRIAS DE GUAYAQUIL,2025-06
136,2394,CB-CENTRO DE CAPACITACIÓN TÉCNICA Y TECNOLÓGICA,2025-06
63,2047,CBC,2025-06
104,2380,CHASKIGO,2025-06
7477,1848,CIVE,2025-06
328,2030,COLLSERV,2025-06
2,2111,Calle Tenorio Jorge David,2025-06
1183,316,CasaPlan MotorPlan,2025-06
39289,138,Cervecería Nacional,2025-06
63,2346,Chip Makers - Innovation Challenge de Banco Internacional,2025-06
335,2345,Chip Minds - Innovation Challenge de Banco Internacional,2025-06
197,1898,Cibernetica,2025-06
51555,1559,Coca Cola en tu hogar,2025-06
1,2048,Coca-Cola FEMSA,2025-06
32319,2255,Computron,2025-06
565,2049,Conauto,2025-06
1,2398,Consultorio xxx,2025-06
42,1992,Contapro BCP,2025-06
1637,1694,Cooperativa Daquilema,2025-06
19825,855,Cooperativa El Sagrario,2025-06
18,1881,Cooperativa Policía Nacional,2025-06
70,2241,Coral Hipermercados,2025-06
804,2130,Cresa,2025-06
233,1975,CristoArts- Refrielectric,2025-06
3,1960,Cámara de construcción de Guayaquil,2025-06
9,2326,DELTASEGUROS,2025-06
215,1760,Danec,2025-06
386,35,Datafast,2025-06
651,1926,Datilmedia S.A.,2025-06
92,2309,Demo Pocket Retail,2025-06
137,2230,Demo partners,2025-06
283303,150,Deprati,2025-06
1440,5,DevLab,2025-06
346,1512,Dialogus,2025-06
31361,110,Dipaso,2025-06
26,1304,Doctorio,2025-06
1452,2073,Donutterapia,2025-06
641,2235,Dreamers Fútbol Club,2025-06
3076,1945,Duragas,2025-06
73,2254,ESCUELA DE FOTOGRAFOS,2025-06
60,1053,EclipSoft,2025-06
1261,2110,Ecugenius S.A.,2025-06
15071,28,El Rosado,2025-06
331,311,Espol,2025-06
2,2377,Esteban company 15,2025-06
2,2378,Esteban company 16,2025-06
2,2362,Esteban prueba 11,2025-06
1,2356,Esteban prueba 3,2025-06
2,2381,Esteban pruebas 17,2025-06
10,1160,Expand,2025-06
230,1828,FD CENTER,2025-06
53,1951,FPV Seguros,2025-06
8,121,Facephi<>Peigo,2025-06
79423,2276,Falabella,2025-06
672,2032,Figueroa Merchan Jose Luis,2025-06
4,1758,Finanza AI,2025-06
68709,1937,Flexi,2025-06
147412,124,GEA Ecuador,2025-06
528,149,GEA Recursos Humanos,2025-06
1046,2095,Gigmax,2025-06
1469,2291,GreenLife,2025-06
726,2264,GrupoMas - Claro,2025-06
1,2400,HuellitasVet,2025-06
2017,1925,INDI BCP,2025-06
43,2348,InnovAi - Innovation Challenge de Banco Internacional,2025-06
24,368,Innovat Latam.,2025-06
108,2139,Intervalores,2025-06
501,1955,Italika,2025-06
1,2374,Jabier doctor prueba ,2025-06
1085,1957,Jelou Banking,2025-06
518,135,Jelou Dev,2025-06
1499,1944,Jelou Marketplace,2025-06
30422,361,Jelou Pay,2025-06
734,331,Jelou Producto,2025-06
18,2033,Jelou Revenue,2025-06
1731,322,Jelou Shop,2025-06
4,2366,Juan Pérez ,2025-06
2,2358,Juanse Prueba,2025-06
20,2025,KIVETI S.A.,2025-06
1,2029,KPI Digital,2025-06
79,1266,Katherine del Carmen Ovando,2025-06
476,1718,Kaufmann,2025-06
1,2253,LABORATORIOS ASIMED ASIMEDLAB,2025-06
7,997,La Finestra SAS,2025-06
275,1988,La casa de los abuelos,2025-06
21,2404,Lafesana,2025-06
1006,935,Lavca,2025-06
1,2053,Lopez Lopez Jaime Fernando,2025-06
94910,2125,Lotería Nacional EC,2025-06
6,1798,Luz Verde Cobranza,2025-06
910,258,Luzverde,2025-06
18,2044,M&C Travel S.A,2025-06
178,2298,MAYA PIONEER,2025-06
216,2388,MODO BURN,2025-06
7821,404,MONGO'S,2025-06
2820,745,Mail Boxes Etc,2025-06
3676,1950,Marriott,2025-06
2,2399,MascotasCO,2025-06
55214,405,Massline,2025-06
826,1648,Medexcard,2025-06
10,2181,Mindmatter Academy,2025-06
49,2043,Morphosis,2025-06
14,967,N5,2025-06
7,2019,NATURALESMEJOR S.A.,2025-06
2300,1482,Naturisa,2025-06
411,2349,NeoCrew - Innovation Challenge de Banco Internacional,2025-06
1781732,147,Netlife,2025-06
10,2324,Netlife SMBS,2025-06
2,1329,Nutrarte,2025-06
99,1658,Nutricionista Verónica Martínez,2025-06
43,2260,ORIGAMI ECUADOR,2025-06
393,1962,Ondu Cloud,2025-06
1869,1480,Oriental,2025-06
159,1861,PLUVIALE,2025-06
1,2176,PROALCONSULTING,2025-06
3,2364,Peluqueria Juanse,2025-06
111388,337,Piloto Creditia,2025-06
1,2373,Pocket Pruebas,2025-06
4,1379,Pocket Tienda Prototipo,2025-06
1,2383,Probando JH,2025-06
263392,54,Pycca,2025-06
155,2379,QPay,2025-06
225,2322,RELIV,2025-06
56,1903,Rabbit,2025-06
303,2239,Racevents,2025-06
210,2277,Rappipay,2025-06
1,2389,Rebecca pelos,2025-06
9,2259,Roniki Professional Ecuador,2025-06
1341,1633,SaludSA,2025-06
309054,123,Security Data,2025-06
239,1845,Seguros Confianza,2025-06
2,358,Seguros Liberty,2025-06
28,452,Seguros Pacífico,2025-06
140,1984,Semvra,2025-06
21152,1,Shippify,2025-06
2405,1566,Siigo,2025-06
72,1811,Sistecrédito,2025-06
69543,1761,Solca,2025-06
635,1641,Supreme Ventures,2025-06
22,2001,TCLOG,2025-06
68,2242,TIA Shopper,2025-06
5,1995,TNT Control Plagas,2025-06
451,2299,TOYS & HOBBIES,2025-06
344,1384,Talento Humano,2025-06
2,1810,TeFío Shop,2025-06
16602,1844,Tienda Branchos,2025-06
8,2357,Tienda prueba 4,2025-06
293,1946,Total Education Program,2025-06
6433,183,Tracklink,2025-06
1243,1880,TransSky,2025-06
123,2001,TransSky Cobranzas,2025-06
6,1953,TuSupperAhorro,2025-06
7673,823,Tuenti POC,2025-06
19879,1890,Tuenti Vendedores,2025-06
10036,125,UTPL Consultas,2025-06
2420,2205,Universidad Insurgente,2025-06
164,807,Universidad de las Artes,2025-06
537,2258,VACAN ELECTRODOMESTICOS,2025-06
382,2121,VITAMINWORLD,2025-06
115,2359,VMT Dev,2025-06
78,2252,Valorenz,2025-06
182739,95,Veris,2025-06
6,2006,Viamatica,2025-06
191,1860,Vitapro,2025-06
343,1133,Vivalia,2025-06
1,2386,Vivi dental ,2025-06
485524,1696,XTRIM,2025-06
212,2310,Yappy,2025-06
23474,353,Yomp,2025-06
36,1964,ZHM Seguros,2025-06
5,2323,test new company 28 05,2025-06
764,2236,11 Gallery Tattoo,2025-07
18,2325,4 Me,2025-07
93202,312,ABInBev Colombia,2025-07
267,2300,ABS,2025-07
177,2419,Algesta,2025-07
140,2031,Alpha Trading,2025-07
25,462,Ambiente QA,2025-07
4,2447,AontiverosTax,2025-07
3,2314,Apptividad,2025-07
293808,362,Arca PE,2025-07
144,1068,Arca PE Ecommerce,2025-07
26764,470,Arca PE Proyecto Frío,2025-07
79,1940,Arca camiones,2025-07
1,1849,Arca movil,2025-07
183,2233,Arca pe Turbo,2025-07
118,2401,Aseguradora del Sur,2025-07
295,2458,Audaz,2025-07
39,317,Aurea,2025-07
9303,2183,Automekano,2025-07
192774,1974,BCP Cobranza,2025-07
7,2156,BCP Cuenta Sueldo,2025-07
118,2297,BCP Pagos recurrentes,2025-07
8,1973,BCP Sendsei,2025-07
4163,1245,BG - Banco del Barrio 2,2025-07
123,2347,BIAgents - Innovation Challenge de Banco Internacional,2025-07
36420,741,Bajaj,2025-07
191,2396,Balcones del paraiso,2025-07
6682,307,Banco Amazonas,2025-07
463,930,Banco Bolivariano Cobranzas,2025-07
7840,1584,Banco Comercial Manabí,2025-07
209,1993,Banco Delta,2025-07
2323574,155,Banco Guayaquil,2025-07
740818,424,Banco Internacional,2025-07
17,2408,Banco Mercantil,2025-07
409,1028,Banco Solidario 2,2025-07
46173,1737,Banco Union,2025-07
305,133,Banco del Austro,2025-07
3374,417,Banisi,2025-07
310017,692,Banisi Chat,2025-07
23,2393,Barça Academy,2025-07
436,11,BdP,2025-07
4,2509,BeenCakes Pastelería,2025-07
2,2500,"Bienes Raíces,  Venta de propiedades ",2025-07
567,1649,Bruno,2025-07
35,2354,CAMARA DE INDUSTRIAS DE GUAYAQUIL,2025-07
103,2426,CASCEP Capacitaciones,2025-07
80,2394,CB-CENTRO DE CAPACITACIÓN TÉCNICA Y TECNOLÓGICA,2025-07
630,2047,CBC,2025-07
143,2243,CEPSA,2025-07
72,2380,CHASKIGO,2025-07
9535,1848,CIVE,2025-07
122,2030,COLLSERV,2025-07
115,2395,Cafering Eventos,2025-07
2103,316,CasaPlan MotorPlan,2025-07
7,2473,Centro Médico Dr Pocket,2025-07
22185,138,Cervecería Nacional,2025-07
25,2346,Chip Makers - Innovation Challenge de Banco Internacional,2025-07
151,2345,Chip Minds - Innovation Challenge de Banco Internacional,2025-07
241,1898,Cibernetica,2025-07
55210,1559,Coca Cola en tu hogar,2025-07
1,2048,Coca-Cola FEMSA,2025-07
55,2413,Comfama,2025-07
1,2439,Company SMB V2 Test 07074,2025-07
36721,2255,Computron,2025-07
598,2049,Conauto,2025-07
21,1992,Contapro BCP,2025-07
2998,1694,Cooperativa Daquilema,2025-07
21106,855,Cooperativa El Sagrario,2025-07
6,1881,Cooperativa Policía Nacional,2025-07
10669,2130,Cresa,2025-07
368,1975,CristoArts- Refrielectric,2025-07
315,2326,DELTASEGUROS,2025-07
2,2461,DIGRAL,2025-07
229,1760,Danec,2025-07
288,35,Datafast,2025-07
304,1926,Datilmedia S.A.,2025-07
192,2309,Demo Pocket Retail,2025-07
22,2230,Demo partners,2025-07
303478,150,Deprati,2025-07
1397,5,DevLab,2025-07
450,1512,Dialogus,2025-07
27005,110,Dipaso,2025-07
1,2537,Doctor Salazar,2025-07
4,2405,Doctor said ,2025-07
1,2409,Doctor test,2025-07
1613,2073,Donutterapia,2025-07
314,2235,Dreamers Fútbol Club,2025-07
4708,1945,Duragas,2025-07
2,2254,ESCUELA DE FOTOGRAFOS,2025-07
14,2385,Easysoft,2025-07
29,1053,EclipSoft,2025-07
488,2110,Ecugenius S.A.,2025-07
16158,28,El Rosado,2025-07
708,311,Espol,2025-07
1,2443,Esteban prueba 14,2025-07
43,1160,Expand,2025-07
994,1828,FD CENTER,2025-07
295,1951,FPV Seguros,2025-07
30,121,Facephi<>Peigo,2025-07
167193,2276,Falabella,2025-07
2,2533,Ferretería Samuel ,2025-07
32,2454,Ferridescuentos1,2025-07
283,2032,Figueroa Merchan Jose Luis,2025-07
22,1758,Finanza AI,2025-07
42387,1937,Flexi,2025-07
318,2421,Fun Tech Ecuador,2025-07
5,2406,Futbol Town,2025-07
154593,124,GEA Ecuador,2025-07
399,149,GEA Recursos Humanos,2025-07
782,2095,Gigmax,2025-07
1,2491,Good Clean,2025-07
491,2291,GreenLife,2025-07
218,2452,Grupo Carrera - Rodrigo Carrera,2025-07
516,2264,GrupoMas - Claro,2025-07
44,2481,Huawei Demo,2025-07
3552,1925,INDI BCP,2025-07
75,2466,INSTITUTO SERVUGON S.A.S.,2025-07
145,2348,InnovAi - Innovation Challenge de Banco Internacional,2025-07
15,368,Innovat Latam.,2025-07
546910,85,Interagua GEA,2025-07
74,2139,Intervalores,2025-07
376,1955,Italika,2025-07
701,2414,JINKE ECUADOR,2025-07
18,2485,JORGE SANCHEZ - Universidad Rumiñahui,2025-07
1376,1957,Jelou Banking,2025-07
673,135,Jelou Dev,2025-07
1982,1944,Jelou Marketplace,2025-07
18125,361,Jelou Pay,2025-07
782,331,Jelou Producto,2025-07
6,2033,Jelou Revenue,2025-07
857,322,Jelou Shop,2025-07
157,1266,Katherine del Carmen Ovando,2025-07
130,1718,Kaufmann,2025-07
588,2397,Kitton,2025-07
181,997,La Finestra SAS,2025-07
51,1988,La casa de los abuelos,2025-07
702,2404,Lafesana,2025-07
1320,935,Lavca,2025-07
104293,2125,Lotería Nacional EC,2025-07
2,2508,Lovender,2025-07
1877,258,Luzverde,2025-07
5,2298,MAYA PIONEER,2025-07
442,2388,MODO BURN,2025-07
8008,404,MONGO'S,2025-07
3107,745,Mail Boxes Etc,2025-07
2,2450,Manamovil,2025-07
3,2546,Manproa,2025-07
7748,1950,Marriott,2025-07
51956,405,Massline,2025-07
1719,2351,Matter,2025-07
639,1648,Medexcard,2025-07
81,2479,Mi Banco POC,2025-07
10,2412,Miguel Bonifaz ,2025-07
75,2424,Miss Lashes,2025-07
12,2043,Morphosis,2025-07
177,111,Muebles El Bosque,2025-07
8,967,N5,2025-07
4,2019,NATURALESMEJOR S.A.,2025-07
4,2535,Natural fruit tea,2025-07
2081,1482,Naturisa,2025-07
173,2349,NeoCrew - Innovation Challenge de Banco Internacional,2025-07
1605668,147,Netlife,2025-07
30,2324,Netlife SMBS,2025-07
83,1565,Nextgen,2025-07
3,1329,Nutrarte,2025-07
54,2260,ORIGAMI ECUADOR,2025-07
560,1962,Ondu Cloud,2025-07
2025,1480,Oriental,2025-07
107779,337,Piloto Creditia,2025-07
9,1379,Pocket Tienda Prototipo,2025-07
1,1547,PopCornComunication,2025-07
11,2462,Postal Agencia - POMBOZA CARVAJAL,2025-07
2,2437,Prueba / Spa Jelou,2025-07
187019,54,Pycca,2025-07
1513,2379,QPay,2025-07
1397,2322,RELIV,2025-07
88,1903,Rabbit,2025-07
2,2239,Racevents,2025-07
2,2529,Richard Agila ,2025-07
7,1633,SaludSA,2025-07
386,2457,Scotiabank,2025-07
373890,123,Security Data,2025-07
189,1845,Seguros Confianza,2025-07
24,452,Seguros Pacífico,2025-07
728,1984,Semvra,2025-07
26329,1,Shippify,2025-07
3191,1566,Siigo,2025-07
96,1811,Sistecrédito,2025-07
78599,1761,Solca,2025-07
88,2427,Startup,2025-07
301,1641,Supreme Ventures,2025-07
6,2516,Suquisoft,2025-07
78,2001,TCLOG,2025-07
679,2242,TIA Shopper,2025-07
159,1995,TNT Control Plagas,2025-07
117,2299,TOYS & HOBBIES,2025-07
342,1384,Talento Humano,2025-07
2,2446,TaxAo,2025-07
3,1810,TeFío Shop,2025-07
22645,1844,Tienda Branchos,2025-07
875,1946,Total Education Program,2025-07
7018,183,Tracklink,2025-07
422,1880,TransSky,2025-07
7617,823,Tuenti POC,2025-07
19158,1890,Tuenti Vendedores,2025-07
2,2472,UNIQO,2025-07
86051,125,UTPL Consultas,2025-07
37,2050,Universe Hub SAS,2025-07
1288,2205,Universidad Insurgente,2025-07
2381,807,Universidad de las Artes,2025-07
302,2258,VACAN ELECTRODOMESTICOS,2025-07
1363,2121,VITAMINWORLD,2025-07
9,2252,Valorenz,2025-07
199202,95,Veris,2025-07
162,1860,Vitapro,2025-07
209,1133,Vivalia,2025-07
432130,1696,XTRIM,2025-07
2,2501,YA GANASTE ,2025-07
1,2310,Yappy,2025-07
4,2502,Yas Fuxion ,2025-07
22162,353,Yomp,2025-07
19,1964,ZHM Seguros,2025-07
141,2563,"""	 DPIKEOS S.A.S. - Jean Carlos Garcia",2025-08
513,2236,11 Gallery Tattoo,2025-08
87,2325,4 Me,2025-08
88769,312,ABInBev Colombia,2025-08
86,2300,ABS,2025-08
210,2548,AGNOZ FITNESS HOUSE,2025-08
161,2597,Academia de música Franz Liszt,2025-08
151,2419,Algesta,2025-08
162,2031,Alpha Trading,2025-08
9,462,Ambiente QA,2025-08
406,2314,Apptividad,2025-08
92,359,Arca EC,2025-08
293155,362,Arca PE,2025-08
50,1068,Arca PE Ecommerce,2025-08
26589,470,Arca PE Proyecto Frío,2025-08
614,2233,Arca pe Turbo,2025-08
347,2401,Aseguradora del Sur,2025-08
131,2458,Audaz,2025-08
36,317,Aurea,2025-08
8849,2183,Automekano,2025-08
4,2609,Autotapiceria y carpas Blessing ,2025-08
174979,1974,BCP Cobranza,2025-08
59,2156,BCP Cuenta Sueldo,2025-08
26,2297,BCP Pagos recurrentes,2025-08
11,1973,BCP Sendsei,2025-08
28619,741,Bajaj,2025-08
70,2396,Balcones del paraiso,2025-08
5088,307,Banco Amazonas,2025-08
1006,930,Banco Bolivariano Cobranzas,2025-08
4979,1584,Banco Comercial Manabí,2025-08
600,1993,Banco Delta,2025-08
2617412,155,Banco Guayaquil,2025-08
767268,424,Banco Internacional,2025-08
308,1028,Banco Solidario 2,2025-08
50957,1737,Banco Union,2025-08
53,133,Banco del Austro,2025-08
2808,417,Banisi,2025-08
289769,692,Banisi Chat,2025-08
500,2393,Barça Academy,2025-08
715427,11,BdP,2025-08
488,2602,BetCell,2025-08
105,2629,Big Bang EC,2025-08
1416,253,Bivi,2025-08
1683,1649,Bruno,2025-08
13,2653,Bundental,2025-08
2,2354,CAMARA DE INDUSTRIAS DE GUAYAQUIL,2025-08
2,2426,CASCEP Capacitaciones,2025-08
117,2047,CBC,2025-08
56,2243,CEPSA,2025-08
38,2380,CHASKIGO,2025-08
8776,1848,CIVE,2025-08
86,2030,COLLSERV,2025-08
393,2395,Cafering Eventos,2025-08
4,2581,Carlos Guillén ,2025-08
2330,316,CasaPlan MotorPlan,2025-08
19209,138,Cervecería Nacional,2025-08
6,2587,Chef Macchiavello ,2025-08
659,1898,Cibernetica,2025-08
70104,1559,Coca Cola en tu hogar,2025-08
1,2048,Coca-Cola FEMSA,2025-08
258,2413,Comfama,2025-08
31109,2255,Computron,2025-08
1,1674,Conaplas,2025-08
661,2049,Conauto,2025-08
294,1992,Contapro BCP,2025-08
1276,1694,Cooperativa Daquilema,2025-08
22372,855,Cooperativa El Sagrario,2025-08
18,1881,Cooperativa Policía Nacional,2025-08
67,2241,Coral Hipermercados,2025-08
8836,2130,Cresa,2025-08
659,2326,DELTASEGUROS,2025-08
137,2461,DIGRAL,2025-08
224,2563,DPIKEOS S.A.S. - Jean Carlos Garcia,2025-08
185,1760,Danec,2025-08
132,2525,Dannalate - SILVIA HERRERA,2025-08
313,35,Datafast,2025-08
341,1926,Datilmedia S.A.,2025-08
142,2309,Demo Pocket Retail,2025-08
54,2230,Demo partners,2025-08
313285,150,Deprati,2025-08
4,2547,Dermus Estética,2025-08
1604,5,DevLab,2025-08
157,1512,Dialogus,2025-08
37933,110,Dipaso,2025-08
1156,2073,Donutterapia,2025-08
216,2235,Dreamers Fútbol Club,2025-08
1774,1945,Duragas,2025-08
59,2560,EN LAS NUBES - Michelle Aviles,2025-08
128,1053,EclipSoft,2025-08
413,2110,Ecugenius S.A.,2025-08
212,2526,Educación Multicolor,2025-08
16568,28,El Rosado,2025-08
55,2527,Escuela Mi Ecuador,2025-08
889,311,Espol,2025-08
3,1160,Expand,2025-08
599,1828,FD CENTER,2025-08
13,2482,FOODLINE,2025-08
3661,1951,FPV Seguros,2025-08
126,121,Facephi<>Peigo,2025-08
